"Year","Area","Street","Street.2"
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd",""
2011,"Birmingham","Hagley Rd, Edgbaston",""
2011,"Birmingham","Hagley Rd, Eedgbaston",""
2011,"Birmingham","Harborne Cricket Club",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne High St",""
2011,"Birmingham","Harborne Park Rd",""
2011,"Birmingham","Harborne Police Station",""
2011,"Birmingham","Harbourne Cricket Club",""
2011,"Birmingham","Hawkesley End",""
2011,"Birmingham","Hawkesley Square",""
2011,"Birmingham","Hazelwell St",""
2011,"Birmingham","Heathmill Ln Digbeth",""
2011,"Birmingham","Herons Wood",""
2011,"Birmingham","High St",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Northfield",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harborne",""
2011,"Birmingham","High St Harbourne",""
2011,"Birmingham","High St, Harborne",""
2011,"Birmingham","High St, Harborne",""
2011,"Birmingham","Highfdield Ln",""
2011,"Birmingham","Highfield Ln",""
2011,"Birmingham","Highfield Ln, Quinton",""
2011,"Birmingham","Hoggs Ln, Northfield",""
2011,"Birmingham","Hollybank Rd",""
2011,"Birmingham","Holywood Bowl, Rubery",""
2011,"Birmingham","Home Address",""
2011,"Birmingham","Honnington Crescent, Northfield",""
2011,"Birmingham","Jiggins Ln",""
2011,"Birmingham","Jiggins Ln, Bartley Green",""
2011,"Birmingham","Kembertone Rd",""
2011,"Birmingham","Kings Norton Green",""
2011,"Birmingham","Leech Green Rd",""
2011,"Birmingham","Leith Grove",""
2011,"Birmingham","Leith Grove",""
2011,"Birmingham","Long Fellow Rd",""
2011,"Birmingham","Longbridge Ln",""
2011,"Birmingham","Longbridge Ln",""
2011,"Birmingham","Longbridge Ln, West Heath",""
2011,"Birmingham","Longham Croft",""
2011,"Birmingham","Lottie Rd",""
2011,"Birmingham","Lutley Grove",""
2011,"Birmingham","Malins Rd, Harborne",""
2011,"Birmingham","Manderville House",""
2011,"Birmingham","Marjoram Close, Hawksley",""
2011,"Birmingham","Masshouse Ln",""
2011,"Birmingham","Masshouse Ln",""
2011,"Birmingham","Maypole Ln",""
2011,"Birmingham","Merritts Hill",""
2011,"Birmingham","Metchley Ln",""
2011,"Birmingham","Moat Rd",""
2011,"Birmingham","Mounbatten House, Wyndham Rd",""
2011,"Birmingham","New St Br",""
2011,"Birmingham","New St Station",""
2011,"Birmingham","Nortb Worcester Golf Club",""
2011,"Birmingham","North St, Harborne",""
2011,"Birmingham","North St, Harborne",""
2011,"Birmingham","Northfield High St",""
2011,"Birmingham","Northfield High St",""
2011,"Birmingham","Oakridge Rd Northfield",""
2011,"Birmingham","Oddingley Rd",""
2011,"Birmingham","Oddingley Rd, West Heath",""
2011,"Birmingham","Paradise Forum,Birmingham",""
2011,"Birmingham","Parsons Hill",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd",""
2011,"Birmingham","Pershore Rd South, Kings Norton",""
2011,"Birmingham","Poole Crescent, Harborne",""
2011,"Birmingham","Poplar Ave",""
2011,"Birmingham","Portlands Rd",""
2011,"Birmingham","Princethorpe Rd",""
2011,"Birmingham","Qe Casualty",""
2011,"Birmingham","Qe Hospital",""
2011,"Birmingham","Qe Hospital",""
2011,"Birmingham","Quality Hotel",""
2011,"Birmingham","Queen Elizabeth Hospital",""
2011,"Birmingham","Raddlebarn Rd",""
2011,"Birmingham","Richmond Hill Rd",""
2011,"Birmingham","Richmond Rd",""
2011,"Birmingham","Rose Rd",""
2011,"Birmingham","Rose Rd, Harborne",""
2011,"Birmingham","Sainsburys, Frankley Beeches Rd, Northfield",""
2011,"Birmingham","Selcroft Ave",""
2011,"Birmingham","Shannon Rd, Kings Norton",""
2011,"Birmingham","Shawbrook Grove",""
2011,"Birmingham","Shell Forecourt Bristol Rd",""
2011,"Birmingham","Sir Hiltons Rd, West Heath",""
2011,"Birmingham","Snax 24 Forcourt",""
2011,"Birmingham","Solihull High St",""
2011,"Birmingham","Solihull High St Outside Rosies",""
2011,"Birmingham","Stanley Rd Quinton",""
2011,"Birmingham","Stone Rd, Edgbaston",""
2011,"Birmingham","Stonehouse Ln",""
2011,"Birmingham","Stratford Rd,Sparkbrook,Birmingham",""
2011,"Birmingham","The Fold",""
2011,"Birmingham","The Fold, Kings Norton",""
2011,"Birmingham","The Jester Ph",""
2011,"Birmingham","The Parade Queensway, City Centre",""
2011,"Birmingham","The Royal Oak Public House, Pershore Rd",""
2011,"Birmingham","Three Horshoes Ph",""
2011,"Birmingham","Three Shires Oak Rd",""
2011,"Birmingham","Three Shires Rd",""
2011,"Birmingham","Trescotte Rd",""
2011,"Birmingham","Turves Green",""
2011,"Birmingham","Unknown",""
2011,"Birmingham","Valbourne Rd Kings Heath",""
2011,"Birmingham","Vicarage Rd, Kings Heath",""
2011,"Birmingham","Vineyard Rd, Northfield",""
2011,"Birmingham","War Ln",""
2011,"Birmingham","Watford Rd, Cotteridge",""
2011,"Birmingham","Weolly Castle Rd",""
2011,"Birmingham","Westminster Rd",""
2011,"Birmingham","Wolverhampton St",""
2011,"Birmingham","Woodhouse Rd, Quinton",""
2011,"Birmingham","Woodmeadow Rd",""
2011,"Birmingham","Worlds End Ln",""
2011,"Birmingham","Worlds End Ln",""
2011,"Birmingham","Worlds End Ln,Quinton",""
2011,"Birmingham","Worlds End Ln,Quinton",""
2011,"Birmingham","Acardian Centre",""
2011,"Birmingham","Adderley Rd",""
2011,"Birmingham","Air Night Club",""
2011,"Birmingham","Albert Rd, Handsworth, Birmingham",""
2011,"Birmingham","Arcadia Centre, Birmingham City Centre",""
2011,"Birmingham","Arcadian",""
2011,"Birmingham","Arcadian",""
2011,"Birmingham","Arcadian Birmingham City Centre",""
2011,"Birmingham","Arcadian Center, Birmingham",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre",""
2011,"Birmingham","Arcadian Centre Bham",""
2011,"Birmingham","Arcadian Centre, Birmingham",""
2011,"Birmingham","Arcadian Centre, Birmingham City Centre",""
2011,"Birmingham","Arcadian Centre, Ladywell Walk",""
2011,"Birmingham","Arcadian Centre, Ladywell Walk",""
2011,"Birmingham","Arcadian Entertainment Centre, Birmingham",""
2011,"Birmingham","Arcadian, City Centre",""
2011,"Birmingham","Arcadian, Hurst St",""
2011,"Birmingham","Aston Hotel",""
2011,"Birmingham","Aston Police Station",""
2011,"Birmingham","Aston Villa Football Ground",""
2011,"Birmingham","Attenborough Close",""
2011,"Birmingham","Away Fans Coach Park, Bham Cfc",""
2011,"Birmingham","Away Supporters Entrance Bcfc",""
2011,"Birmingham","Bar Risa",""
2011,"Birmingham","Bath Row, Birmingham",""
2011,"Birmingham","Bath St,City Centre",""
2011,"Birmingham","Bcfc Home Fans Car Aprke",""
2011,"Birmingham","Bcfc Ground",""
2011,"Birmingham","Bcfc Tilton Rd Entrance",""
2011,"Birmingham","Berkeley St",""
2011,"Birmingham","Berkeley St",""
2011,"Birmingham","Berkley St",""
2011,"Birmingham","B Ham New St Station",""
2011,"Birmingham","Big Bite, Broad St",""
2011,"Birmingham","Bigwok Restaurant, Birmingham",""
2011,"Birmingham","Birchfield Rd, Perry Barr",""
2011,"Birmingham","Birchfield Rd, Birmingham",""
2011,"Birmingham","Birchfield Rd, City Centre",""
2011,"Birmingham","Birchfiled Rd",""
2011,"Birmingham","Birmingham City Fc Coach Park",""
2011,"Birmingham","Birmingham Magistrates Court",""
2011,"Birmingham","Birmingham New St",""
2011,"Birmingham","Birmingham New St Station",""
2011,"Birmingham","Birmingham New St,",""
2011,"Birmingham","Bishopgate St Junction Of Broad St",""
2011,"Birmingham","Bishopgate St, City Centre",""
2011,"Birmingham","Bishopsgate St",""
2011,"Birmingham","Bliss Bar, Broad St",""
2011,"Birmingham","Bliss Nightclub, Broad St, Birmingham",""
2011,"Birmingham","Bliss Nightclub, Broad St",""
2011,"Birmingham","Bliss, Broad St",""
2011,"Birmingham","Bordesley Green",""
2011,"Birmingham","Bordesley Green Rd",""
2011,"Birmingham","Bradford St, Birmingham",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Braod St, City Centre",""
2011,"Birmingham","Briar Rose Ph Bennetts Hill",""
2011,"Birmingham","Brighton Arms Ph",""
2011,"Birmingham","Bristol Rd, Birmingham",""
2011,"Birmingham","Bristol Rd, Edgbaston",""
2011,"Birmingham","Bristol St, Birmingham City Centre",""
2011,"Birmingham","Bristol St",""
2011,"Birmingham","Bristol St",""
2011,"Birmingham","Bristol St South",""
2011,"Birmingham","Bristol St South",""
2011,"Birmingham","Brittania Hotel",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St Gas St, City Centre",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St Bham",""
2011,"Birmingham","Broad St City Centre",""
2011,"Birmingham","Broad St City Centre Birmingham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Bham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad St Opposite Walkabout",""
2011,"Birmingham","Broad St Outside Roccocco",""
2011,"Birmingham","Broad St, B Ham",""
2011,"Birmingham","Broad St, B Ham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, Birmingham",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre,",""
2011,"Birmingham","Broad St, City Centre, Birmingham",""
2011,"Birmingham","Broad St, City Centre, Birmingham",""
2011,"Birmingham","Broad St, City Centre, Birmingham",""
2011,"Birmingham","Broad St, City Centre, Birmingham",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St, City Centre",""
2011,"Birmingham","Broad St,City Centre",""
2011,"Birmingham","Broad St,City Centre",""
2011,"Birmingham","Broad St,City Centre",""
2011,"Birmingham","Broad St",""
2011,"Birmingham","Broad St Birmingham",""
2011,"Birmingham","Broad Strret",""
2011,"Birmingham","Broadway Plaza, Ladywood Middleway",""
2011,"Birmingham","Bromsgrove St, Birmingham",""
2011,"Birmingham","Brookvale Rd Witton",""
2011,"Birmingham","Bull Ring",""
2011,"Birmingham","Bull Ring",""
2011,"Birmingham","Bullring, City Centre",""
2011,"Birmingham","Burford Rd, Kingstanding",""
2011,"Birmingham","Calshott Rd, Great Barr",""
2011,"Birmingham","Camborne Close",""
2011,"Birmingham","Canal Side, Soho Loop, Handsworth",""
2011,"Birmingham","Car Park, Avfc",""
2011,"Birmingham","Carrs Ln",""
2011,"Birmingham","Chiswell Rd",""
2011,"Birmingham","Church Vale Rd",""
2011,"Birmingham","City Hospita,Dudley Rd",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital Dudley Rd",""
2011,"Birmingham","City Hospital, Birmingham",""
2011,"Birmingham","City Hospital, Birmingham",""
2011,"Birmingham","City Rd, Birmingham",""
2011,"Birmingham","City Tavern",""
2011,"Birmingham","City Tavern Bishopsgate Stm",""
2011,"Birmingham","Claythorn Ave",""
2011,"Birmingham","College Rd",""
2011,"Birmingham","Colmore Row",""
2011,"Birmingham","Colmore Row",""
2011,"Birmingham","Colmore Row, Birmingham",""
2011,"Birmingham","Colmore Row, Birmingham",""
2011,"Birmingham","Constitution Hill, Birmingham",""
2011,"Birmingham","Corparation St, Birmingham",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Corporation St, Birmingham",""
2011,"Birmingham","Corporation St, Birmingham",""
2011,"Birmingham","Corporation St, Birmingham",""
2011,"Birmingham","Corporation St, City Centre",""
2011,"Birmingham","Corporation St, City Centre",""
2011,"Birmingham","Corporation St, City Centre",""
2011,"Birmingham","Corporation St, City Centre,",""
2011,"Birmingham","Corporation St",""
2011,"Birmingham","Coventry Entrance Bcfc",""
2011,"Birmingham","Coventry Rd",""
2011,"Birmingham","Coventry Rd, Birmingham City Fc",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Birmingham","Dale End Birmingham",""
2011,"Birmingham","Dale End City Centre",""
2011,"Birmingham","Dale End, Birmingham",""
2011,"Birmingham","Dale End, Birmingham",""
2011,"Birmingham","Dale End, Birmingham",""
2011,"Birmingham","Ddora Rd, Handsworth",""
2011,"Birmingham","Digbeth",""
2011,"Birmingham","Digbeth Coad Station",""
2011,"Birmingham","Digbeth High St",""
2011,"Birmingham","Digbeth High St",""
2011,"Birmingham","Digbeth High St, City Centre",""
2011,"Birmingham","Dudley Rd",""
2011,"Birmingham","Edgbaston St",""
2011,"Birmingham","Edgbaston St",""
2011,"Birmingham","Edmund St",""
2011,"Birmingham","Ernest St City Centre Birmingham",""
2011,"Birmingham","Essex St",""
2011,"Birmingham","Essex St Aston",""
2011,"Birmingham","Essex St, Birmingham",""
2011,"Birmingham","Essex St, City Centre",""
2011,"Birmingham","Etap Hotel Foyer, Birmingham",""
2011,"Birmingham","Eva Rd",""
2011,"Birmingham","Faisley St City Centre",""
2011,"Birmingham","Five Ways, Birmingham",""
2011,"Birmingham","Flood Gate St Birmingham",""
2011,"Birmingham","Formula One Hotel",""
2011,"Birmingham","Fox Hollies Rd",""
2011,"Birmingham","Gas St",""
2011,"Birmingham","Gas St",""
2011,"Birmingham","Gas St",""
2011,"Birmingham","Gas St",""
2011,"Birmingham","Gas St",""
2011,"Birmingham","Gas St,City Centre",""
2011,"Birmingham","Gatecrasher,Broad St",""
2011,"Birmingham","Gatescrasher, Bishopsgate, Birmingham",""
